gstin,tax_period,table,invoice_no,invoice_date,ctin,customer_name,pos,inv_typ,hsn,rate,taxable_value,igst,cgst,sgst,cess,invoice_value
33AABCV1234K1ZK,012025,B2B,VPI/TN/24-25/0013,20-01-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,33847.3,6092.51,0.0,0.0,0.0,39939.81
33AABCV1234K1ZK,012025,B2B,VPI/TN/24-25/0014,15-01-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,174221.59,31359.89,0.0,0.0,0.0,205581.48
33AABCV1234K1ZK,012025,B2B,VPI/TN/24-25/0015,25-01-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,72085190,18,636700.24,114606.04,0.0,0.0,0.0,751306.28
33AABCV1234K1ZK,012025,B2CS,,31-01-2025,,B2C aggregate,33,OE,84819090,18,131750.75,0.0,11857.57,11857.57,0.0,155465.89
33AABCV1234K1ZK,012025,B2CS,,31-01-2025,,B2C aggregate,33,OE,84819090,12,212275.35,0.0,12736.52,12736.52,0.0,237748.39
33AABCV1234K1ZK,022025,B2B,VPI/TN/24-25/0016,16-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,72085190,18,622105.37,111978.97,0.0,0.0,0.0,734084.34
33AABCV1234K1ZK,022025,B2B,VPI/TN/24-25/0017,01-02-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,998719,18,107085.68,19275.42,0.0,0.0,0.0,126361.1
33AABCV1234K1ZK,022025,B2B,VPI/TN/24-25/0018,15-02-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,11493.9,1379.27,0.0,0.0,0.0,12873.17
33AABCV1234K1ZK,022025,B2CS,,28-02-2025,,B2C aggregate,33,OE,84819090,18,139352.13,0.0,12541.69,12541.69,0.0,164435.51
33AABCV1234K1ZK,022025,B2CS,,28-02-2025,,B2C aggregate,33,OE,84819090,12,226789.32,0.0,13607.36,13607.36,0.0,254004.04
33AABCV1234K1ZK,032025,B2B,VPI/TN/24-25/0019,31-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,28672.97,5161.13,0.0,0.0,0.0,33834.1
33AABCV1234K1ZK,032025,B2B,VPI/TN/24-25/0020,19-03-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,60235.26,7228.23,0.0,0.0,0.0,67463.49
33AABCV1234K1ZK,032025,B2B,VPI/TN/24-25/0021,10-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,118699.92,21365.99,0.0,0.0,0.0,140065.91
33AABCV1234K1ZK,032025,B2CS,,31-03-2025,,B2C aggregate,33,OE,84819090,18,364145.82,0.0,32773.13,32773.12,0.0,429692.07
33AABCV1234K1ZK,032025,B2CS,,31-03-2025,,B2C aggregate,33,OE,84819090,12,735308.81,0.0,44118.53,44118.53,0.0,823545.87
